TF	Number_of_ChIPexp	z_score_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
KLF1	3	-1.43920777457	2.54827094639	-3.5534241547	10.6022949056	6.77700132363	7.76485517537	-2.48393763446	5.64556499188	-7.38879646437	-12.4199268122	-6.14337331655	-0.0834199460113	-5.78995809094	-8.8948800579	-6.72917970979
CNOT3	1	-0.408789208634	0.165463388041	-0.937209746442	-0.260292977072	0.25437585974	1.09865795927	0.478254587798	0.809236796928	0.323093929122	-1.50284529578	-1.67735245148	-1.04305429658	-0.233837686892	-1.40755622138	-1.78998276615
RYBP	4	-2.32468716304	0.716541067607	0.845063996535	5.93937958458	4.69769398027	1.27250308095	-0.195132237036	3.18173245886	-2.57683518916	-8.97922576207	-9.39755546892	-4.93163453235	-6.05749348585	-7.7152175996	-9.34544017634
P53	10	-1.59438849464	1.25185525964	0.492787692933	7.39577053243	5.7057616092	2.53123548093	0.70485780045	4.64601891317	-2.30254357767	-9.61026505701	-8.61393742434	-3.12216477393	-5.50545430504	-7.70363585738	-8.19172521838
BMI1	3	-0.974294438676	0.204172238115	1.60212664827	0.487801993037	1.7639522544	-4.69827502152	-0.0755604687957	-0.424131542915	0.419655845075	-0.498994850461	-2.49669133156	-2.58947526602	-2.08278261055	-1.58489453618	-3.66702549236
REST	12	-1.63669824661	-0.786878674844	-0.134492768436	2.04576591226	-0.371222422315	-0.277608531766	-0.964575940761	-1.16962252076	-2.73255898329	-2.07439864878	-4.2273337782	-2.48188886256	-2.08580320938	-2.82152330495	-4.83163371884
E4F1	2	-0.361215450658	1.13024458351	-1.82562091793	0.124312183282	1.51634665385	0.87328762755	-0.272037687338	1.3805437174	0.250064756843	-1.83615346603	-1.36495189675	-0.181887884714	-0.956703982179	-2.11173342357	-1.78272657313
E2F4	16	1.55325882075	6.83006444157	-3.40306773243	13.4012109699	11.6512838827	11.1290366591	5.09611190885	3.64377128304	-5.78036061885	-11.0159295685	-4.76652031913	4.42163508116	-2.29209489149	-5.01979008649	-2.14972751896
E2F3	2	-3.41621936888	-1.68737392965	-4.3100694858	9.96380228415	3.92339958724	0.614924306606	-1.71513090532	3.44366802396	-5.61719554251	-12.3572745262	-9.73783850807	-4.60004795781	-6.43853907416	-10.2128350142	-9.09656042256
E2F2	3	0.536379183058	2.53042224368	0.469078898202	1.77343755021	-0.110558101269	1.59610333358	-0.505272341129	-3.22992099139	-3.2181040544	1.10084848046	1.20487406021	2.29865423581	0.624771407128	1.79602162992	1.1789522118
E2F1	5	5.68064932436	6.797493819	0.0252906390315	16.0937769499	11.9571899983	14.1610048719	5.49011922989	10.2268010022	-1.07940888247	-3.71693898273	4.73730501847	11.7014783667	0.817414376771	0.400575184156	1.91698894994
