Gene Symbol	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
Ptprj	0.066994985	0.169895145	0.159909823	0.032481943	0.023460253	0.183978669	-0.032758822	-0.015070689	0.03550124	-0.105413052	-0.068172806	-0.07923872	0.004060163	-0.075561407
Rasa2	0.045232025	-0.180071932	-0.021387467	0.058026548	-0.116470077	-0.1766948	0.061179203	-0.10563418	-0.065100601	0.231090934	0.193172064	0.134576995	0.117045774	0.168773649
Rasa3	-0.148320388	0.117622807	0.01757527	0.048099012	0.068632597	0.157211758	0.329374446	0.308455863	-0.238208848	-0.319107574	-0.153992184	-0.584296265	-0.51898013	0.038075666
Pphln1	-0.055573777	-0.222812083	0.104294751	-0.0609778	-0.25331085	0.001783967	-0.161753575	-0.057100651	0.171219849	0.160262185	-0.015588203	0.044895843	0.007081078	0.216321117
1700013F07Rik	0.17834833	0.658082201	-0.189238113	0.274095818	-0.170422587	-0.134498697	-0.149208986	0.139623288	-0.12324571	-0.368449472	-0.357951021	0.039929183	-0.352141106	-0.092610274
Gpr183	0.15166475	0.129113879	0.162760337	0.570066015	0.23047292	0.190438886	0.464836708	0.170614333	-0.273650954	-0.024364019	0.324272655	-0.457034312	-0.133998155	0.558548143
2900027M19Rik	0.07652026	0.117708402	-0.050579251	-0.22789089	-0.17662092	0.057435466	-0.120919767	-0.031804652	0.243843535	0.143855307	-0.151622898	-0.138627218	0.160816706	-0.119818702
5330431K02Rik	-0.022106427	0.084757335	-0.202294263	-0.402802924	-0.236894329	-0.098761697	-0.39357241	-0.140349583	0.377917707	0.389632582	-0.088896959	-0.028041186	0.179146781	-0.00846168
D930031A20Rik	0.072935876	-0.032532563	-0.147601895	-0.148340727	-0.051934157	-0.039298154	0.030703724	0.097543803	0.273254322	0.137315053	-0.155569827	-0.029328276	-0.020019764	-0.095172637
1700097M23Rik	-0.096265749	-0.026681793	-0.024731587	-0.021976176	-0.044521363	-0.058899954	-0.00497102	0.012974299	-0.093755531	-0.012802667	-0.041880154	-0.237883845	-0.078368102	-0.023595984
Tbx3	-0.217271627	-0.209633086	0.024965589	-0.170408384	-0.358063582	0.156462376	0.184425759	0.020619391	-0.066989311	-0.366877309	-0.283420509	-0.299066068	-0.273872446	-0.030245256
Olfr197	-0.253377789	-0.148569936	0.172208627	-0.215101454	-0.091650481	0.055435205	-0.029956629	-0.051727272	0.141373265	0.203785722	0.129856908	0.160391539	0.088242318	0.108568566
Olfr195	0.008202971	0.086658648	-0.185810493	-0.506730634	-0.264153318	-0.035140079	-0.517910977	0.094409249	0.393548632	0.154386987	-0.179800555	-0.213234555	0.238982586	0.039099555
Serpinb6b	0.211188093	-0.088023705	0.113788799	0.328502974	0.439057233	0.077433699	0.318595621	0.034968851	-0.061011838	0.468142594	0.376738801	-0.058814645	-0.255333712	-0.261253784
Olfr190	-0.378549532	-0.413659296	-0.257433796	-0.946714679	-0.486025372	-0.110540901	-0.86393969	-0.150855124	1.033415359	0.629719604	-0.138628759	0.324064157	1.051678387	0.260476778
2410127L17Rik	-0.025630091	-0.154250532	-0.039249785	-0.025458382	-0.108965915	-0.021380167	-0.19912997	-0.060961815	0.159177404	-0.107430405	0.083593753	-0.06248251	-0.078496142	-0.23829903
Prl7a1	0.023080498	-0.045311725	-0.000555124	0.064421967	-0.008642249	-0.037036608	0.004293346	0.075761097	-0.110265868	-0.057812551	-0.011206285	-0.124317657	-0.164358364	-0.125155962
2010308F09Rik	-0.135620034	-0.014792155	-0.08070094	-0.305012649	-0.126243012	-0.020814664	-0.111410229	-0.0009492	0.51003325	0.299525827	-0.004515789	-0.008127748	0.408371139	0.233131248
Snurf	0.110743807	0.374530972	0.141751761	-0.41369456	0.142328731	-0.108019721	-0.337288806	-0.410454509	-0.02103046	-0.206091454	-0.212463244	-0.193353047	-0.213658377	-0.289961707
Kif16b	0.000757178	-0.001311663	-0.047694663	0.052833484	-0.055062161	-0.16178027	0.030023905	-0.123268116	-0.153551149	0.094972544	0.152525844	0.046499833	-0.023443055	-0.179831017
C2cd4b	0.636648067	0.741428651	0.301424165	0.413805374	-0.385545163	0.085794083	0.191029125	0.137707275	0.693497448	0.094653422	0.103551593	-0.208942591	-0.340280157	-0.805922689
C2cd4c	-0.09287892	0.091820847	-0.049793995	0.050245715	0.035406046	0.002218025	0.003999353	0.085990345	0.130519034	-0.049355107	-0.164200033	0.062936532	-0.009206465	-0.078618
Six4	0.228723485	0.432284639	0.097217195	0.257654227	0.207140487	-0.174222744	0.068674982	-0.112504767	-0.328414024	-0.573600755	-0.285239203	-0.461296424	-0.441356101	-0.674673616
Six5	0.002343269	0.240928203	0.285043972	-0.02772105	-0.056702154	0.068450773	0.302720943	0.03213504	-0.485563473	-0.805098419	-0.71070584	-0.424234017	-0.630516001	-0.539023772
Six6	0.009046064	0.109059542	0.067176701	0.036093688	-0.002467311	0.050417949	0.040108936	0.052270843	-0.013333947	-0.037006403	-0.009906944	-0.027006446	-0.04395797	0.099486557
BC055111	0.021949765	0.103062383	-0.02631485	-0.120789577	-0.046948362	0.052662197	-0.077172055	0.064481431	0.19046182	0.068066541	-0.069844501	-0.06024948	0.093042589	-0.005158757
Six1	0.162977094	0.721862336	-0.181098628	0.143934333	-0.299185301	-0.068977991	-0.331661458	0.121051007	-0.008231241	-0.500060483	-0.311761345	-0.065197528	0.100013305	-0.244691324
Six2	-0.093363275	0.037163514	-0.040380228	0.018843284	0.000421215	-0.008283881	0.06698231	0.084700712	0.062185423	0.014387762	-0.014047485	0.025360989	0.124739985	0.013833481
Sirt4	-0.081780444	-0.00199206	-0.127601443	0.085828124	-0.07593996	-0.171124768	0.3527832	0.11594232	-0.536651199	-0.274545837	-0.23772815	-0.088763382	-0.356968116	-0.298960705
Nphp3	-0.209792408	-0.085307368	-0.089986999	-0.195799729	-0.475253074	-0.008666712	-0.198467309	0.088344398	0.112221791	-0.260518635	-0.505091817	-0.12680264	-0.315109676	-0.237754782
Plod2	-0.052593755	-0.040306179	0.296933555	0.028280884	0.217954418	-0.028667991	0.10504815	-0.312205398	-0.448050728	-0.29246343	-0.153169964	-0.187500618	-0.44643152	-0.521462071
Nphp1	0.188663381	0.58193891	0.003045488	-0.038339176	0.004589861	0.12475656	-0.220691354	-0.034490864	0.092856993	-0.202332691	-0.319338525	0.023656016	0.071887461	0.032872211
4933417A18Rik	0.101987155	0.023831432	0.050402082	0.008735883	0.019162889	0.038498771	-0.041211526	-0.041771039	0.06324074	0.094410086	-0.031584706	-0.071938903	0.033173906	0.103013674
H2-Eb1	-0.286875595	-0.164890064	-0.077963469	0.076095526	0.029054802	-0.071061897	0.435198301	0.01588684	-0.554313266	-0.223887389	-0.254939761	-0.405296965	-0.127906722	0.489488828
H2-Eb2	-0.048206514	0.008271356	-0.064621695	0.023096455	0.032821235	-0.039365123	0.039293526	0.015938002	0.042014994	-0.033464681	0.031568871	-0.004537871	0.047634909	0.061397783
Nphp4	0.23402027	0.931711433	0.034582228	0.410715583	0.085913184	-0.182589122	0.09045819	0.018482811	-0.480440545	-0.459002402	-0.046644885	-0.094300728	-0.346130929	-0.079297361
Evpl	0.287995045	0.288070697	-0.02039684	0.136486319	0.24094848	0.108402949	-0.019651227	-0.147535245	-0.067122898	-0.370686264	-0.179392823	-0.108099975	-0.19942907	-0.705390283
Trex1	0.216820991	0.234869242	0.179573784	0.117514413	0.583370722	0.570111813	1.057278635	0.883293691	0.651271523	1.627388633	1.487288204	0.42985461	0.721377418	0.399160281
Ankra2	0.094046451	-0.137727325	-0.016959802	0.02080139	-0.110519466	0.057325092	0.015078472	0.129604818	0.043493345	0.041768308	-0.066727546	0.019618008	0.038698457	0.11819153
Fsd2	0.0463459	0.112902885	-0.145072404	0.090832717	0.058722196	-0.100405414	-0.101254474	-0.191005518	-0.23008183	-0.474556715	-0.060707173	-0.085852719	-0.205098299	-0.03584353
Dyrk3	0.26825444	0.609085336	-0.055129807	0.224041327	0.002991372	-0.081508888	-0.230902519	-0.063868001	0.158500395	0.123479352	0.161312362	0.0517376	0.054858429	-0.002091985
Fam172a	-0.016212299	0.013549859	0.050995254	0.051839213	0.030144256	0.024173215	0.031344127	0.009747198	-0.059611038	-0.069046863	-0.003038938	-0.00431257	0.01088648	-0.009790061
Sox21	-0.063462402	0.106448912	0.053885499	-0.046503855	-0.069096339	-0.017202214	-0.315492818	-0.026108135	0.262514725	0.147799234	-0.039198661	0.041243626	0.449591547	0.102645098
5830433M19Rik	-0.124464606	-0.139041206	-0.041177474	-0.016701367	-0.024567224	-0.117667555	0.000114826	-0.054099546	0.022517094	0.324567041	0.366620497	0.173367111	0.181654939	0.345384296
Map3k9	0.100877087	-0.012316564	0.028803104	0.042367162	0.080804215	-0.020582204	0.033027644	-0.117211242	-0.10123273	-0.067168227	-0.003595504	0.079112703	-0.0441181	-0.301094025
Lrrc18	0.046040315	0.228634294	0.041531815	0.13675785	0.087811712	-0.005838283	0.071476204	-0.03764224	0.032074013	0.059868398	0.043139438	0.059669045	-0.073629656	0.061452637
Mb	-0.261700839	0.948726128	-0.735775267	-0.028149316	-0.723585422	-0.207898346	-0.78728186	0.120539774	-1.498493908	-2.784604244	-0.302327665	-0.694670354	-1.00193046	-0.4078371
Map3k2	-0.093972393	-0.203525087	-0.021463197	-0.102395637	-0.153169822	-0.152001068	-0.083858721	-0.154037899	-0.095703285	0.110434471	0.07064256	0.234451258	0.184522956	0.274376774
Lrrc17	-0.003735452	-0.149184644	-0.071081666	0.148905826	0.131663557	0.07559409	-0.215191374	0.267811305	-0.321719144	-0.875348943	-0.465596673	-0.143612578	-0.5654757	-0.484638252
Lrrc14	0.007603391	-0.005315492	0.02763891	0.199668182	0.202117644	0.010953026	0.16611819	0.094657045	-0.097028928	-0.23812907	0.035235421	-0.116884847	-0.247746019	-0.30663201
Map3k1	-0.159777674	-0.111966772	0.066735419	0.271460297	-0.134873943	0.233922172	0.447122024	0.290528344	-0.349810256	-0.299578836	-0.258588006	-0.200386322	-0.336579907	0.067072837
Map3k6	-0.43251411	0.396792271	-0.534352483	-0.081318211	0.026972675	-0.471008738	0.521349785	0.557400626	0.103980763	0.164849533	0.307742281	0.026007923	-0.310311822	-0.650160238
Map3k7	0.122316608	-0.006380572	0.149696133	0.133937911	0.296864562	-0.2008991	0.20784396	-0.171388842	-0.261842413	-0.015257825	0.160064113	-0.125356206	-0.226208015	-0.152776282
Map3k4	-0.27516896	0.08944171	-0.022194596	-0.100130504	-0.025388654	0.026562628	-0.018066075	0.02631152	0.106552541	0.275227961	0.236714233	0.215898981	0.230531098	0.186405856
Map3k5	0.029390214	-0.320986762	-0.18220456	-0.11229818	-0.279077538	-0.178498127	0.115277127	-0.015454722	-0.239139218	-0.219404231	-0.276009076	-0.106256883	-0.01570423	-0.244840707
Abca6	0.201158074	0.078225552	-0.061293778	0.124725466	0.037014031	-0.018544905	-0.003655992	0.035385999	-0.125338128	-0.340145033	-0.100492067	-0.191439556	-0.196226069	-0.23069684
Ltb	-0.590510296	0.242202626	-0.452517681	0.548441301	-0.010152587	0.40172984	0.208805592	0.155343758	-0.298283289	-0.296064838	0.096508176	-0.563811453	0.486422824	1.205235097
Abca4	7.70E-05	-0.078186957	-0.237074039	0.01660021	0.079360638	-0.150009443	0.116218489	-0.060570225	-0.241054932	-0.135638075	0.057225483	-0.086512208	-0.171905495	-0.382367031
Abca5	-0.071216885	0.133121956	0.079924281	0.069025656	0.152521452	-0.087318063	-0.04256216	-0.103588726	-0.172402466	-0.0873463	-0.013949809	-0.105043544	-0.15483383	-0.296236312
Abca2	-0.036907112	0.364490584	0.210395803	-0.030014697	0.41042187	-0.128534951	0.163029003	-0.357572658	-0.429956804	-0.415884867	-0.293274262	-0.323639437	-0.650998306	-0.625913259
Abca3	-0.191254056	-0.267112478	-0.027559531	-0.199227917	-0.11288267	-0.092202469	-0.320433061	-0.229022071	0.273812644	0.26246466	-0.070485947	0.121590642	0.0876064	-0.035491964
Abca1	0.07185712	-0.047978218	-0.192738787	-0.458540862	-0.11915061	-0.017809998	-0.109266188	0.026289903	0.201087432	0.031714781	-0.721636533	0.026236492	0.412903145	0.260447353
Ltk	0.306310985	0.058430902	0.021200382	0.207613972	0.162291689	0.046357706	0.347331145	0.00644758	-0.331388469	-0.313183403	-0.030019673	-0.119862663	-0.302999654	-0.111941106
9830144P21Rik	-0.082430566	0.038349748	0.060841468	0.088745285	-0.086957356	-0.058628409	0.054286758	0.011503421	0.067293031	0.048841739	-0.033556691	-0.107925477	-0.154842759	0.043895952
Fam32a	0.408973435	0.097220111	0.038836129	-0.026814899	0.119358161	-0.046546465	-0.116536905	-0.030182388	0.047341964	-0.039648615	-0.218806977	-0.166705975	-0.178486505	-0.196260916
Abca9	-0.035041036	-0.06280186	0.014826262	0.072468234	0.02644822	-0.006831133	0.095052927	-0.018026033	-0.006389338	-0.062669662	0.012082223	0.107807831	0.019890565	0.04730732
Zbtb3	0.268238294	0.154471776	0.272778829	0.072983866	0.259514901	0.23049816	0.079381894	-0.070755227	-0.032533248	-0.180928	-0.178800151	-0.10239912	-0.182676181	-0.116619258
Zbtb1	0.06637748	0.124019148	0.087922051	0.037406336	-0.119354272	-0.00797793	0.029435298	-0.049173992	-0.232224062	-0.235115408	-0.165412813	-0.113533852	-0.036414052	0.027064654
Hhex	-0.138506916	-0.306009504	-0.050764684	0.12828229	0.065380824	0.1086316	0.240616974	0.093490567	-0.275288505	-0.175662938	-0.232073314	-0.256769001	-0.262947586	0.124027622
Rfx8	0.083279902	0.037168804	0.011877219	0.023123512	-0.013028626	0.032187192	0.081960353	-0.02162765	0.026072765	-0.015140964	0.023911253	0.018322887	-0.000473906	-0.057120653
Zbtb6	0.235759781	-0.042844706	-0.047634399	-0.041688804	-0.035200407	-0.085399406	-0.080614982	-0.055081778	-0.054575837	-0.032853483	-0.068549476	-0.020318092	-0.094413124	-0.154498205
Mad2l1bp	-0.031548102	-0.104463195	-0.20645822	0.033142786	0.027895767	0.092839066	0.084183372	0.233696213	0.012320298	0.017462003	-0.009940029	-0.046273155	0.064400302	0.094715172
Zbtb4	0.050661075	-0.101137386	-0.184888385	-0.158468851	-0.252664865	0.045531235	-0.03094088	0.054835642	-0.061210993	-0.283335327	-0.398140558	-0.005722326	-0.140773305	-0.117419152
Rfx4	-0.152187711	-0.132405104	-0.165999683	-0.357189054	-0.133710983	0.046055048	-0.305721323	-0.029345697	0.473764333	0.223388659	-0.014784707	0.090310188	0.407317442	0.080736383
Rpf1	0.317609663	0.031843673	0.03605341	0.242072665	0.338253648	0.04049006	0.186308517	0.050440809	-0.120588528	-0.12546453	0.011753244	-0.371105032	-0.439826264	-0.289642352
Rpf2	0.464556729	0.107721489	-0.024176727	0.276264709	-0.018102256	0.063650062	0.135801578	0.024241477	-0.000974917	0.35060531	0.627612623	0.308576003	0.299978784	0.36023535
Rfx7	-0.033520709	-0.134916124	0.054578135	0.046865802	-0.038265853	-0.024016184	0.044120649	-0.029859951	-0.09016	-0.031494394	-0.036615429	-0.072245933	-0.109915069	0.087996673
Atp5sl	-0.171080819	-0.124169533	0.020122082	0.161876978	0.228207738	-0.099132118	0.331712101	0.101177401	-0.245723423	0.019641843	0.181101821	-0.172224404	-0.271571927	0.056296083
Rfx2	-0.013510138	0.193213342	0.112609987	-0.013163994	0.066964051	-0.150381501	-0.067315565	-0.185868603	-0.326796899	-0.217396958	-0.281144793	-0.152502373	-0.207466366	-0.200631835
Rfx3	-0.171583781	-0.434025548	-0.030908472	-0.286326991	-0.300802289	-0.272426747	-0.263382047	-0.295699825	-0.052013213	0.27034271	0.019635048	0.514846129	0.250680669	0.353158853
5031426D15Rik	0.110399337	-0.180262866	-0.08633649	-0.099775843	-0.109238312	-0.121434476	0.180335522	-0.07157925	-0.090759686	-0.15720998	0.062615662	-0.018793086	-0.214188043	-0.316978984
Tmem109	0.019101945	0.027767843	-0.16797897	-0.07053704	-0.180842297	0.096585332	0.056835233	0.110565699	-0.036217565	-0.164757773	-0.296564882	-0.026052371	-0.176870564	-0.220310852
4932438H23Rik	0.000498529	-0.00024117	0.021402009	0.066335271	0.04916451	0.003520423	0.001196797	-0.031903777	0.023919979	-0.001000426	0.009906429	-0.018938577	-0.010807909	-0.065778101
Fktn	-0.088047949	-0.09431398	-0.00775992	-0.080446123	-0.025227514	-0.118889827	-0.156123373	-0.173505634	-0.002220522	0.094533621	0.083443843	0.088296075	0.10266756	-0.018575721
Tmem101	0.157769885	-0.024642595	0.07361764	0.325464328	0.240503855	0.235777958	0.265201029	0.279524888	-0.258882096	-0.387958059	-0.205890013	-0.076531737	-0.182648152	-0.200940069
Myd88	-0.059293571	0.031545388	0.183577258	0.104230231	0.306603557	0.121972469	0.138460112	0.209330485	0.425047798	0.910076058	0.640025785	0.291450988	0.733335482	0.674877886
Tmem107	0.200586013	0.670478673	-0.109918753	0.340142274	0.108718291	-0.133214704	0.031692397	0.109548479	-0.142349362	0.033207591	0.153968805	0.144384424	0.010824297	-0.11459952
Olfr1414	-0.036944603	-0.014701252	-0.030103656	-0.19882151	-0.02824361	0.031441944	-0.11597131	-0.078957645	-0.179888408	-0.086872275	-0.0733017	-0.023177138	-0.041380101	-0.009476872
Aspscr1	0.127814904	0.156323995	0.084539848	-0.075050441	0.156169472	-0.069287214	0.245202964	-0.252894654	-0.56063324	-0.415114213	-0.28433272	-0.246810385	-0.396123813	-0.617655816
Ift52	-0.090825284	-0.067647302	-0.099148134	-0.027157784	0.092074683	-0.053077624	-0.356217459	-0.04005092	0.156774053	0.17616033	0.123044888	-0.041670274	-0.097361617	0.091135089
Wfikkn2	0.006415306	-0.05475844	-0.115600067	-0.061870305	-0.072879841	-0.006652692	0.007767807	0.036591694	0.015028797	-0.072910548	-0.052579249	0.115255992	-0.015232783	-0.037339734
Ift57	-0.030109591	0.334541939	-0.173034828	0.214705372	0.160188657	-0.026099491	-0.08630357	0.143255264	0.006512044	-0.271468044	-0.13778011	-0.242911841	-0.406987156	-0.300227205
Imp3	0.091927019	-0.155636732	-0.047655307	-0.057159413	0.151494323	-0.044318638	-0.060263671	-0.144858895	0.036722838	0.033150713	-0.117729721	0.119667452	0.227536903	0.03251446
Fyn	-0.104506023	-0.151866416	0.111695797	-0.079682982	-0.155344166	0.039885739	-0.088376672	-0.042153855	-0.19521357	-0.152863569	-0.185083463	-0.3870919	-0.185879357	0.060789562
Olfr1416	0.006528376	0.002383009	-0.00152834	0.027217133	0.032364055	-0.02404189	0.015607065	0.068448335	-0.024040816	-0.00094141	0.067412785	0.06690864	0.013598158	0.032719558
Gm9821	-0.050845479	0.08030313	0.012792511	-0.008155229	0.174676458	0.110251976	0.068973416	0.042045492	-0.121479151	-0.204001448	-0.294471507	-0.187134447	-0.178181968	-0.021048582
4933408A14Rik	-0.139142972	-0.002618365	0.041671196	0.090549161	0.034871622	0.017077811	0.04917454	0.052032712	-0.00201205	-0.031419709	0.003501869	-0.00131931	0.045291788	-0.019150201
Prr5l	-0.217963389	-0.373169486	0.353549247	0.275916983	0.023245044	0.488630887	0.415067704	0.354289603	-0.081182084	-0.126557673	-0.010085332	-0.227645036	-0.372000714	0.023650835
Nktr	-0.188407381	-0.058552824	0.051993845	0.014543756	-0.15901171	-0.034368988	0.193972961	0.047116671	0.190370289	0.377096433	0.424155453	0.412999096	0.329028995	0.357520529
Krtap22-2	-0.213870818	-0.033070431	-0.080398154	-0.006657722	0.025006014	0.012525458	0.038581712	-0.004904215	-0.020242386	-0.078991162	0.091872662	-0.015321218	-0.010966833	-0.044584548
Pdzrn4	0.244184058	-0.044218962	-0.025180228	0.053663118	-0.021090083	-0.053918139	0.090854954	-0.074735479	-0.1452634	-0.266262665	-0.087116828	-0.140760686	-0.23724403	-0.190254332
Thsd1	-0.062264075	-0.191183304	0.032766595	0.064547902	0.043405738	0.16070995	0.219465589	0.174477669	-0.301018391	-0.319873638	-0.101534935	-0.254903008	-0.404657707	-0.195795204
Pdzrn3	0.125946949	-0.262582613	-0.130408417	0.089508694	0.019788975	0.187899951	-0.171639194	0.297809468	0.260870138	0.304921153	0.288691536	0.208874166	0.050369175	0.064783946
Etv1	0.004737573	-0.444675344	-0.086297636	-0.081396648	-0.225992598	-0.184905184	-0.320724653	0.154412883	-0.498541386	-0.898240346	-0.709666277	-0.424843984	-0.618308759	-0.570615716
Lrrn4cl	0.209247791	0.070809869	-0.160103893	0.3886762	-0.107231022	0.253627636	-0.172224834	0.140725423	0.254446541	-0.569108186	-0.618162353	0.017650837	0.247359035	-0.686483802
Etv3	0.067074825	-0.065284092	0.046241987	-0.175185026	0.090783407	-0.125928736	-0.023360258	-0.086981975	0.276872744	0.176729216	0.111755191	0.00301105	0.268429156	0.150862917
Etv2	0.068471279	-0.030703697	-0.026046216	0.055847662	0.098557889	0.051445509	0.083641123	0.054130044	0.111902766	0.0481405	0.017377232	0.00434114	0.043673874	0.002909617
Etv5	-0.113515519	-0.276933439	0.080691879	-0.141967614	0.227891141	0.021073694	-0.061373674	-0.316887409	-0.076532531	-0.133591932	-0.148501527	-0.291644073	-0.186938529	-0.651059588
Lrrk2	-0.068770037	0.208806079	0.064385752	0.024372238	-0.007327351	-0.139782139	0.016275194	-0.279741573	-0.104589108	0.077617792	0.296997705	0.030354924	-0.049887378	-0.260375698
Creb3l3	-1.131121777	-0.856163881	-1.06601421	-0.240543293	-0.677549191	-0.47661577	0.643948696	0.459466662	-1.25151208	-1.050852448	-0.870994435	0.067025476	-0.919694608	-0.741074224
D630023F18Rik	-0.182242894	0.041993489	-0.099727181	0.013480851	0.028058648	-0.069121802	-0.045693632	0.021604639	-0.185427012	-0.14797872	-0.074630345	0.051803262	-0.096107749	-0.054298743
D630013G24Rik	-0.17057162	0.027303801	-0.009130825	0.096750165	0.035552524	-0.101417849	0.000536604	-0.165995127	0.090838039	0.226694988	0.060346537	0.155567444	0.199157384	-0.19960644
Sh3bp4	0.005535223	0.117190964	0.18168294	-0.036930163	0.12406628	0.11465502	-0.019063802	-0.130884318	-0.378697744	-0.62751545	-0.242869586	-0.408121945	-0.599493518	-0.797210826
Sh3bp5	-0.334420226	-0.257962266	-0.185253829	-0.034371228	-0.37650073	0.008281677	-0.0422837	-0.026612807	-0.171245206	-0.081667485	-0.038676435	-0.020947451	0.136540981	0.489048094
Pop1	-0.019227843	-0.142322136	-0.011690621	-0.264979797	-0.161294169	0.077567804	-0.430831086	0.024767915	0.417915579	0.133609574	-0.005329174	0.059738997	0.182972353	0.128787777
Gm2366	0.100975412	0.020842464	0.070098372	0.079999638	0.142929246	-0.019942238	0.035567248	0.098637003	0.00540888	-0.019715328	-0.037672825	-0.060664789	-0.085770889	-0.091759025
Pop7	0.386642134	0.289459039	0.193531763	0.415137278	0.184931145	0.241973508	0.342066828	0.205648868	-0.338849696	-0.215925909	0.169753189	0.042761475	-0.284632443	-0.150916379
Ugp2	-0.092628743	-0.160839145	-0.102778843	-0.105214799	-0.186062294	-0.045696867	-0.321484633	-0.112853395	0.229673581	0.221063468	0.126772912	0.205970602	0.314689102	0.00763208
LOC545261	-1.416790714	0.541990369	-0.063747282	-0.154010672	-0.578927605	0.31457485	0.305922858	0.409711949	0.825655636	1.530833316	1.353763112	1.797586647	1.604774252	1.444093723
Serbp1	-0.026391208	-0.32068847	-0.002458076	-0.041860108	-0.038664425	-0.014557828	-0.256820654	-0.027977096	0.145413175	0.041071399	-0.039200722	-0.030109821	0.004100706	-0.082035024
Tyr	-0.039071174	0.03656202	0.016117307	0.007384502	0.013699952	-0.007642391	0.00967803	0.006398784	0.031217005	0.058455559	0.004000908	0.019187536	0.003248366	0.006904734
1700028P14Rik	0.424370013	0.696577427	-0.05154898	0.33093714	0.080793462	-0.049157639	0.019832216	0.059910752	0.057719489	-0.056487683	0.049395118	0.213077209	-0.139634449	0.164015953
Cacna2d4	0.003029864	0.053057021	0.207723882	0.019193435	-0.008693779	-0.007562596	-0.031164986	-0.045959356	-0.018051748	-0.040216377	-0.10139161	-0.036272507	-0.071806281	-0.048763292
A730021G18Rik	-0.018761325	0.018247456	0.032109256	0.004212985	-0.042043369	-0.020513116	-0.0041689	0.049155362	-0.07349784	-0.00981095	-0.017393315	-0.04540372	-0.087237944	-0.014060997
Eif4g3	-0.2481807	-0.250261108	0.04834568	0.242653782	-0.050231652	0.088922627	0.394957842	0.243165083	-0.4178547	-0.244125156	-0.025343147	-0.169364209	-0.381284981	0.014412116
Eif4g2	-0.09579763	-0.085617389	0.148683768	-0.113292764	-0.080498307	-0.189759817	-0.160384839	-0.380647752	-0.046452185	0.142588962	0.25985911	0.093120141	0.139191127	0.173810152
Eif4g1	-0.033332213	-0.070135456	0.096149818	0.177505297	0.326960229	-0.015543591	0.176151463	0.114465627	-0.036099587	0.023809601	0.201786333	-0.022449683	-0.105068342	-0.230365498
Glipr1l2	0.023854954	0.022105968	0.057433856	-0.063969728	-0.019984351	-0.012835457	-0.012091797	-0.07352863	0.025831047	0.012872848	-0.136480174	-0.089738024	-0.0577601	-0.009998445
Apln	0.035443132	-0.281289153	0.207743586	0.00216937	-0.000777541	0.238229583	-0.054282762	0.125785081	-0.178765043	-0.125903589	-0.040754802	-0.17342166	-0.141580767	0.069595365
1700012B09Rik	0.429353553	0.727739959	-0.202348957	0.267489302	-0.042113137	-0.030455196	-0.047241592	-0.015821773	-0.070924071	-0.537726863	-0.50578336	-0.159916831	-0.508204068	-0.555491099
Lgi4	-0.196714427	0.053356736	-0.022464944	0.010606085	-0.105882026	-0.027242859	-0.174222801	0.030860913	-0.158363913	-0.525805904	-0.266054481	-0.040171225	-0.20652567	-0.365349161
Kcnk3	-0.251539559	0.029072152	0.06713311	-0.331951459	-0.185096759	-0.086989261	0.173974727	-0.045738955	-0.571844021	-0.842002315	-0.484207163	-0.03621383	-0.483752196	-0.305065073
Cyp2b13	-0.242479242	0.358740092	-0.425227871	-0.760405829	-0.308471506	-0.680536107	-1.630739523	-0.805369306	0.482292642	-0.054140914	-0.426101622	-0.248119054	-0.13168847	-0.519880477
Prg3	0.156006345	0.046979919	-0.067384287	0.19183447	0.085832751	0.230928679	-0.027755481	-0.004628438	-0.248320932	0.13439355	0.079483353	-0.171899228	-0.020105559	0.018470197
Gm8995	0.327326217	-0.38499384	0.079312787	0.174108724	-0.001123558	0.11069029	0.353603532	0.414005562	0.434947435	1.193222286	0.831381713	0.078879097	0.590545784	1.208618628
Lgi2	0.014909747	0.332147523	0.118503736	0.588137634	0.015463951	-0.049621253	-0.201997202	0.249341857	0.333328232	0.2614936	0.91237936	0.676663906	0.157562545	0.135534162
Lgi3	0.366370683	0.116901406	0.202078444	0.028375783	0.45008706	0.147890912	0.338404121	-0.171028876	-0.271974501	-0.559124468	-0.509151108	-0.310803106	-0.500907671	-0.821623401
Olfr1143	0.111196683	0.231927154	0.014172027	-0.264584574	-0.111998572	-0.028209508	-0.137369316	-0.011880056	0.299470106	0.043016859	-0.348229806	-0.191848683	-0.002467057	-0.163034319
Cyp2b19	-0.06618795	0.115880636	-0.118241281	-0.327924646	-0.116548224	0.003375999	-0.243308122	-0.084170316	0.23444031	0.150031298	-0.190536172	-0.145321872	0.081936928	-0.061137129
6330415G19Rik	-0.013063059	-0.104359892	0.012094899	0.035592064	-0.083109661	0.045155796	-0.006324591	-0.028996289	-0.006195061	-0.466972552	-0.05289607	0.04740107	-0.038056058	-0.059974005
9430007A20Rik	0.01433938	0.007538535	-0.00536491	0.077189277	0.076378597	0.060778932	0.056595147	0.009923361	0.012028474	0.020361695	0.034529428	0.071806045	-0.049164884	-0.04536191
