Gene Symbol	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
Mtcp1	0.120442372	0.232041783	0.087205737	0.023525499	0.064513215	0.149112687	0.277354443	0.243360649	-0.086653951	-0.16521609	-0.263696019	-0.143113691	-0.349127793	-0.181959429
9330174C13Rik	0.137930222	0.061060731	0.03351026	0.127689052	0.050065425	0.140057748	0.134406068	0.113154018	-0.045933575	-0.172336726	-0.203924936	-0.03339691	-0.198519589	-0.233896504
1700073E17Rik	0.049103528	-0.13822532	-0.017315572	0.031182162	0.120345859	-0.136562808	0.034679668	-0.066362363	-0.080623612	0.004209633	-0.108549355	-0.229306113	-0.09341182	-0.055817403
Yars	-0.104175483	-0.25094492	0.172830889	0.070148109	0.120734935	-0.118215821	0.146847549	-0.112657992	-0.051073988	0.406633784	0.518722069	0.156707768	0.09044472	-0.232185543
Tinag	0.341865192	-0.182002857	-0.159074974	0.265700293	0.067272862	0.237089292	0.057858245	0.198976223	0.173568088	0.230382277	0.187530105	0.11011614	-0.017048442	-0.208259972
Actr10	-0.055391821	-0.155482335	-0.062854988	0.111130478	0.15446807	0.125751713	-0.093036327	0.14250108	0.207292501	0.149279094	0.156093305	0.006332491	-0.031184106	-0.016073953
Cant1	-0.102437994	-0.190200864	-0.032031676	-0.076513746	0.155398066	-0.062151123	0.063735577	-0.032836945	-0.112270603	0.047556696	-0.021473812	-0.220755549	-0.283068653	-0.332154909
Htra1	0.022310421	-0.175548483	-0.205352553	0.305184884	0.387396354	0.249935768	0.22143469	0.479392786	-0.098907699	-0.064694863	0.001636705	-0.008393672	-0.086359132	-0.491085194
Sdf2l1	0.142850625	0.292903599	0.378657221	0.353634929	0.284948602	-0.001784032	0.020621647	-0.207879924	-0.173485889	-0.109803975	0.162532074	0.117486762	-0.312090126	-0.113522158
Pllp	-0.032425087	0.145100231	-0.033839187	-0.017902618	0.147759852	0.111835691	0.161183292	0.128261331	-0.302902607	-0.418114299	-0.228605585	-0.301969452	-0.522970072	-0.443645523
Tgfbrap1	-0.095053879	-0.236427397	0.088778604	-0.027525746	-0.07039933	-0.052502326	0.048035436	-0.086871265	-0.097776058	-0.119353933	-0.151112781	-0.189791236	-0.294121822	-0.151563068
Hs3st2	-0.001458944	0.008350267	-0.029870139	-0.056917053	-0.022567639	0.014630362	0.024106923	-0.035500934	-0.015797589	-0.047095479	-0.038110882	-0.237144873	-0.116178585	-0.008587106
Foxq1	-1.070680872	-1.489543738	-0.299101824	-1.396438184	-1.236971953	-0.1152564	-1.606074854	-0.819265553	1.93558665	2.457249143	-0.033000881	0.728749168	2.099869913	1.489328107
Uxt	0.293732002	0.244056497	0.181917366	0.230534301	0.219885008	0.156896833	0.005207291	-0.046208681	-0.016391359	-0.021890213	0.12236375	-0.005923366	0.009513735	-0.105440638
9130008F23Rik	0.182582756	0.127527878	0.048645076	0.213170312	-0.016135836	0.115176328	0.015103523	0.137166657	-0.092985568	-0.26617905	-0.234455786	-0.19587281	-0.130209287	-0.134494213
Auts2	0.005422137	0.040150453	-0.012363146	0.018199183	-0.058061433	-0.031082426	0.098894968	-0.017990346	-0.047721949	-0.071086097	-0.010441183	0.06226889	-0.005571256	-0.015390504
Slc25a3	-0.10230696	0.127087355	0.066127851	-0.069766206	0.028674559	-0.043687601	-0.088020144	-0.217335673	-0.145102982	-0.283486885	-0.038326467	-0.284185482	-0.115993073	-0.135123704
Slc25a2	0.25801611	0.027661386	0.057278532	0.060130667	-0.015152624	0.019790045	0.026173519	0.138105064	0.045429796	0.050605851	-0.124917768	0.026557447	-0.078209193	-0.019357038
Enah	0.029146598	-0.04529638	-0.17195994	-0.036215472	-0.346301821	-0.246808766	-0.011712059	0.103198328	0.075555471	-0.105027942	-0.049287854	0.092787682	-0.045212941	-0.008611625
2610029G23Rik	0.159500458	0.023119907	0.056915349	0.05495798	0.03363556	0.089459326	-0.001772044	0.021871452	0.120357366	0.233297088	0.219606163	0.105831861	0.175167263	0.159038144
Sccpdh	0.19782194	0.019663287	0.043811226	0.101857489	-0.009739321	0.159773736	-0.109988892	0.057693356	0.115454311	-0.088379899	-0.062023769	-0.027576136	-0.035865136	-0.010597658
Slc25a5	-0.058360775	0.077851365	-0.019052041	0.230835977	0.431360564	-0.057142036	-0.152709949	0.005466345	0.061564425	-0.050263986	0.286135268	-0.295275366	-0.410976557	-0.302595849
Slc25a4	-0.107817801	0.119747761	-0.217695133	0.079784115	0.136460795	0.006154082	-0.094528184	0.019792418	-0.235228938	-0.65592304	0.024273727	-0.207595734	-0.284534117	-0.223207688
Cacng8	-0.128214243	-0.112860543	-0.103512121	-0.357939573	-0.112668555	-0.03179794	-0.45083606	0.025235936	0.756418241	0.377879231	-0.137164803	0.181462012	0.72569799	0.23536148
A430005L14Rik	0.372467368	0.249472066	0.047464747	0.256826028	0.20981271	0.276354829	0.255040572	0.19189447	-0.107410159	-0.380615083	-0.183968516	-0.155413319	-0.301896671	-0.205345401
Cdkn1a	-0.48310417	-0.076009766	0.063976759	0.298571301	0.055362791	-0.157409695	0.419611189	0.063412356	-0.720142295	-0.518353974	0.212594919	0.305373817	0.33983027	-0.080590289
4930542N07Rik	-0.040143509	-0.052351041	-0.056564682	-0.043442683	-0.060616397	0.013945126	-0.110718713	-0.044119006	-0.125328033	0.019165272	-0.011154721	-0.008257935	-0.071210157	-0.026135254
Lamc2	0.034842186	0.132864561	0.290942074	0.3003288	0.63443127	-0.035385473	-0.278494211	-0.355452734	-0.141421147	0.302583138	0.520826973	0.15482894	-0.135238421	-0.351678571
Lamc3	-0.051193965	0.070534178	-0.059582815	-0.033620922	-0.032595244	-0.017931036	0.001117287	0.017696029	-0.007163292	-0.002317171	-0.025198451	-0.031519142	-0.056355669	-0.146259285
Cacng2	-0.018688011	0.03767916	-0.020547669	-0.203370201	-0.104158095	0.012455962	-0.125203109	-0.029190089	0.165638663	0.122164432	-0.003844611	0.015948883	0.092636884	-0.003479425
Fth1	-0.230078207	-0.053887977	-0.085711977	0.14848775	0.107924979	-0.09410361	-0.059060257	-0.09320722	0.042713805	-0.071683887	0.103624541	-0.361449085	-0.225164608	-0.361003612
Cacng4	0.119713153	0.047478618	0.086343543	0.065176652	-0.011432628	0.07172527	-0.017267507	0.074725583	0.260957414	0.072991873	-0.040308992	0.120148911	0.13940206	-0.069941316
2610021K21Rik	0.15181952	0.084930382	0.004906663	0.13458018	0.040473797	0.02126708	-0.093099054	-0.084602931	-0.041375823	0.054450901	0.285794558	0.142118927	0.083100246	0.205249759
Cacng6	-0.152981756	0.081228814	0.103660253	0.006867682	0.017592281	0.079784614	-0.018291961	-0.047502851	0.117616182	0.095792185	0.055975741	0.034008124	0.129525938	-0.06176496
Cacng7	-0.140252122	0.040645095	-0.187082616	-0.5195365	-0.251711573	-0.109597846	-0.24952202	-0.01001526	0.104123981	0.09163485	-0.348092134	-0.272467597	0.00379911	-0.100489071
Epor	-0.33311062	-0.080528642	0.028426212	0.136222708	-0.000941409	0.226249948	0.410954469	0.392713249	-0.438208589	-0.330584663	-0.096809528	-0.298770796	-0.583315131	-0.417263757
Rac2	0.037874622	0.10719627	0.221941372	0.023153925	0.387689005	0.258464102	0.282095352	-0.114671833	0.026196775	0.30754679	0.274960009	-0.263635921	0.235428036	1.278015214
Rac3	-0.038600888	-0.059509748	-0.12480302	-0.172161862	-0.159327195	-0.180853147	-0.033600563	-0.139593056	0.20093944	-0.011162132	-0.282064982	-0.097818622	0.153884383	-0.557344187
Rac1	-0.099181393	-0.101353129	0.041924648	-0.0201807	-0.046314673	-0.129905366	0.175378743	-0.15610123	-0.35431719	-0.257712901	-0.081057572	-0.292085393	-0.333007677	-0.366166893
Cd96	0.021432295	-0.037630836	0.042717373	0.151620691	0.402716688	-0.000184365	0.190426728	0.004293322	-0.190781345	0.200510437	0.137215344	-0.444481817	-0.233453676	0.899881242
Cd97	-0.406033572	-0.423206406	0.140453892	0.175274254	0.04517679	-0.031851436	0.583551104	0.050327765	-0.455889291	-0.161877183	-0.134451429	-0.36539162	-0.533734783	-0.500870357
Cd93	-0.240211338	-0.162822217	0.045859434	0.311356579	0.154301506	0.198822616	0.546113918	0.309245758	-0.285750782	-0.061421851	0.20365243	0.133981795	-0.345585706	0.005429658
Orai3	-0.337695403	0.045333497	-0.045392499	0.318670819	-0.092188046	-0.218862934	-0.236384729	-0.452587889	-0.527366344	-0.72146386	-0.22250928	-0.409834437	-0.802740268	0.127225218
Angptl7	-0.744976215	-1.258136512	0.038069787	-1.286926794	-0.718068346	-0.710867904	-0.817788067	-0.991745648	0.124881467	1.19903535	0.241626655	2.148729721	1.815271103	1.21441052
Angptl6	-0.016610143	0.029756319	0.05816194	0.225500061	0.037450235	-0.083239963	0.25930558	0.077771578	-0.296474719	-0.385775919	-0.155772379	0.106897566	-0.113224309	-0.188577589
Angptl4	-0.935188598	0.593749923	-1.20138777	0.378061918	0.992495872	-0.887257734	0.790225019	1.116599104	0.504470953	0.041782544	0.351992891	-0.969969237	0.122196117	0.048379575
Fam71f1	-0.179041141	0.021436963	-0.064480292	-0.164530546	-0.256039008	-0.001082601	-0.09754803	-0.069409448	-0.038444156	0.081731723	-0.1463605	-0.085920815	0.006259691	-0.063790373
Angptl2	-0.039954851	-0.141812442	0.074300057	-0.016309372	0.094878517	-0.061457196	0.136457878	0.036593268	-0.264671465	-0.533133912	-0.267915507	-0.268782559	-0.555128793	-0.460905749
Angptl1	-0.060133119	0.164249943	0.008214002	0.10948197	-0.088376137	0.04639493	0.006335602	0.073174797	-0.031359924	-0.136476201	-0.056257621	-0.049162843	-0.025562577	-0.096680809
Fam100a	0.141163027	0.056544402	0.319192154	0.058707127	0.092275234	-0.1539585	0.289191194	-0.300902314	-0.434490388	-0.172648449	-0.022021296	-0.182679811	-0.396282292	-0.37920472
Cd68	0.119287654	0.433596237	0.221783094	0.159348658	0.758888253	0.067907051	-0.028829849	-0.333620098	0.14436999	0.375303373	0.645017214	-0.043918983	-0.073485347	0.089467915
Olfr1433	-0.001992396	-0.024043122	-0.058936126	0.023348083	-0.006267752	-0.072635435	0.035084165	0.347433884	-0.001281841	0.09713174	-0.287289399	-0.054371349	-0.09695186	-0.060554895
E030026E10Rik	-1.071057212	0.146838438	-0.132855544	0.08159217	-0.479282759	0.032436119	0.511121853	0.123955991	-0.400433185	0.369955916	0.332248295	0.831914413	0.634670669	1.005536151
Clcc1	0.101448893	0.074494096	0.133294901	0.129510642	0.1899052	-0.036316433	0.193910023	-0.034019066	-0.268757314	-0.368822343	-0.12693188	-0.166762173	-0.327860136	-0.274850206
Zfp553	0.085369664	0.04148789	0.066005225	0.104983944	0.193574978	0.002218391	0.172675279	-0.029117323	-0.058105263	-0.007106647	-0.080047597	0.221242783	0.044648464	-0.025801809
Atcay	-0.205858842	-0.060938161	0.07351523	0.001152008	-0.080407961	-0.036994211	0.19529687	-0.126344253	0.001380512	-0.194378959	-0.000355259	-0.035147369	0.011059885	0.004585379
Zfp558	0.061880192	0.167201103	-0.177721412	-0.088120887	-0.101531251	0.002528003	-0.051356954	-0.042956916	0.064904002	-0.049861643	-0.067243888	-0.107251877	-0.156483691	-0.058615601
1100001G20Rik	0.070858737	0.595879441	0.047955065	0.530146287	0.304646908	-0.295960469	-0.368710549	-0.129840104	0.206601978	0.004718517	0.101524477	0.661213398	0.325974637	-0.169117048
Tdg	-0.276542793	-0.504494628	-0.067587245	-0.330659748	-0.233460135	0.030967609	-0.519475248	-0.170076267	0.457731848	0.491518408	0.08700856	0.252032	0.599147891	0.417046047
1600012H06Rik	0.352875919	0.195326456	0.020492712	0.072502976	0.237464515	0.197483376	-0.114879532	-0.027190988	0.3602926	0.206393633	0.121367303	0.071700855	0.158292202	0.202392297
Slc35f4	-0.11417383	0.01231589	-0.122405791	-0.133900411	-0.070710235	-0.014230363	0.030038857	-0.03058683	0.076735777	0.014831065	-0.001115642	-0.015748528	0.053995727	0.010980069
Pcdha4-g	-0.338284743	0.049245562	0.216793572	-0.389033532	-0.043397832	0.042631535	-0.052775362	-0.156721736	-0.094434396	-0.182071102	-0.396227893	-0.275486093	-0.071929541	-0.268935803
Eid2	0.156797596	0.102629638	0.126969161	0.079443603	0.022462034	0.265871524	0.168775687	0.089192782	-0.076691174	-0.480925855	-0.305438715	-0.253189575	-0.369570045	-0.528290014
Eid3	-0.064881164	0.006219408	0.027746524	-0.004773514	-0.118758671	-0.060314975	0.057507007	-0.031363117	0.316111911	0.48948185	0.424285826	0.400126591	0.407904061	0.41365119
BC053393	-0.12200115	0.017151421	-0.030217558	0.00146068	0.032988655	-0.038978752	0.066807974	-0.052361852	0.01422822	-0.011907665	0.061289743	0.12513876	0.030506219	-0.045687188
Eid1	0.133108681	-0.054574089	0.124423788	-0.208570179	-0.095245508	-0.010413997	-0.350082536	-0.313886012	-0.082167914	-0.104750182	-0.179307193	0.024224938	-0.029080175	-0.091248177
Mzt2	-0.051052331	0.000657998	-0.304235774	0.146734389	-0.048049405	0.204838807	-0.000346352	0.320672008	-0.146580624	-0.169810279	-0.23550654	-0.104249201	-0.138254146	-0.153534265
Pycr1	0.107887623	-0.156116772	0.265141026	0.226417472	0.114594903	0.004254391	-0.133198525	-0.076881139	-0.074120386	-0.176773597	-0.061427701	-0.15976453	-0.289045655	-0.149903433
Alppl2	0.043706472	-0.030221387	-0.162758344	-0.271426998	-0.084508374	0.022598027	-0.04387384	-0.095377122	0.494721573	0.362947474	-0.087789924	-3.23E-05	0.215582742	-0.006317262
E230008O15Rik	-0.024566538	-0.148666229	-0.139289422	0.001350589	-0.319395248	-0.072000694	0.271262913	0.012471328	-0.171531927	0.061652257	0.086642016	0.08210725	-0.259057528	0.007679806
Nmi	0.413913094	0.126899908	0.183412656	0.406102937	0.325467953	0.452165692	0.570770432	0.843009894	0.413716927	1.066784318	0.750127462	0.163896972	0.329464149	0.270031952
Src	0.038370021	0.152818682	0.274637128	-0.107019766	0.11444687	0.112160027	-0.041689637	-0.06029323	0.133969136	-0.155023881	-0.115327064	-0.124099253	-0.106132306	-0.248175988
Ly6e	-0.221789774	0.21051668	0.389084478	-0.306698369	0.251061375	-0.163240326	0.308224126	-0.145165841	0.267333363	1.386826189	1.379309709	0.783084727	0.975165996	0.675593992
Fhdc1	-0.20090923	0.427991734	-0.204319331	-0.02467114	-0.106959141	-0.248608	0.001591336	-0.061601587	-0.10390967	-0.217408946	-0.278668252	-0.125310431	-0.218316154	-0.317978105
AI837181	0.085477254	0.311862008	0.069641037	0.313835745	0.420357724	0.122152398	0.681480297	0.32636577	-0.556054821	-0.500133942	-0.089144048	-0.384181349	-0.78802084	-0.718603634
Ly6a	0.254037272	0.178566729	0.324108982	-0.425718236	0.074298559	-0.205533901	0.267538633	0.073466705	0.477258352	1.551865988	1.33287386	0.647373941	0.915359875	0.655307491
Nfe2l3	-0.111513133	0.116904484	-0.023112603	-0.350627025	-0.116949193	-0.183577921	-0.346548571	-0.209486148	0.23617546	0.280321845	-0.138047373	0.010970238	0.353842729	0.321736128
Nfe2l2	0.014105744	0.056223874	-0.011973316	-0.017484898	-0.200699525	-0.077705988	0.010069969	-0.222184544	0.102848848	0.181817426	0.132053453	-0.017934623	0.139577083	-0.114913533
Lap3	0.240183373	0.15956508	-0.009429235	0.0133835	0.165300223	0.107597058	-0.000201822	0.207565216	0.575490518	0.827468014	0.636070273	0.317494293	0.623177497	0.319174149
Sri	-0.114640257	-0.16570354	-0.016037366	0.112368466	0.052228664	-0.176734726	0.087527045	-0.125671492	-0.149101057	0.223544448	0.355071807	0.009575416	0.082673516	0.156916665
Ly6k	0.311302736	0.183638933	-0.340699692	-0.426658145	-0.037311981	-0.033848834	-0.356510051	-0.051790751	0.438754836	0.108879142	-0.197058165	-0.095883114	0.412433519	0.823763262
Agbl5	0.181902807	0.211749823	0.020180273	-0.132475221	0.039777286	0.052126247	-0.180984887	0.037109802	0.198952184	-0.067833092	-0.199721224	-0.207514908	-0.13951368	-0.126795362
Ly6i	0.097811429	0.013258087	0.058360859	-0.03240422	0.134553012	0.002855915	0.231029854	0.389007781	0.516477776	1.465733388	1.274913538	0.476339153	0.616509273	0.473122327
Srm	0.044456886	-0.074114518	0.339964335	0.426571115	0.354058568	-0.088410614	0.280725512	0.00141896	-0.226954885	-0.062521724	0.303433193	-0.076915479	-0.290096024	-0.68976846
Srr	0.019556761	-0.119634849	0.012680181	-0.010467473	-0.031059912	-0.032781006	-0.019483862	-0.040748655	-0.065966303	-0.144138311	-0.136614772	-0.035657388	-0.237948701	-0.239555251
Adra1b	0.061857117	-0.067173021	-0.176710708	-0.02132392	-0.044255674	0.137415919	-0.126314226	0.269136515	0.094529041	-0.361670941	0.178440373	0.079004154	-0.105350803	-0.000477809
Gnpat	0.174869618	0.037082086	0.108977657	-0.065063769	0.094061445	0.029881265	-0.198652163	-0.170736735	0.310427427	-0.151706055	-0.39191144	-0.114403556	-0.043087536	-0.084384484
Agbl3	-0.026323286	-0.144137484	-0.079917558	-0.008607499	0.008848419	-0.013273621	-0.132279111	0.0100113	0.090879832	-0.013334966	-0.087075578	0.009274109	-0.039612424	-0.0660222
Opn5	-0.521285327	-0.41251934	-0.143444926	-0.682670591	-0.393775584	-0.136629647	-0.652437369	-0.182861799	0.620256324	0.504442142	-0.073346334	0.096288671	0.700627545	0.291363021
Sry	0.010827328	0.177707738	-0.033365273	0.008256851	0.007418921	-0.012272043	0.007955147	-0.008131352	0.045359642	-0.011475505	-0.160500047	0.036212454	-0.024071578	-0.086955818
Opn3	0.09594755	0.044407929	0.022295513	0.366523448	0.135627376	0.029783158	-0.030016523	-0.128925936	0.232330824	-0.058807116	0.010830437	0.100017815	0.277333333	0.068661236
Rasgrp2	-0.493784292	-0.335114195	-0.245038041	-0.139503354	-0.402783362	-0.076075809	0.060940825	0.071705602	-0.21685833	-0.098815208	-0.216862747	-0.11002647	-0.174206876	-0.092683441
Plekhb1	0.171421956	0.228568211	0.034755856	0.052282614	0.066361338	-0.239431225	-0.038804475	-0.338872305	-0.17277319	-0.192451994	-0.229445159	0.023343636	-0.194448426	-0.326837852
Iqcf4	0.080722041	0.196450046	-0.012853322	-0.097172555	-0.005005764	-0.285464268	0.003303538	0.203285271	0.202700801	-0.095963967	-0.008798638	-0.051802694	-0.208449877	-0.388247033
Rasgrp1	0.028344655	-0.093565502	0.069627967	0.137091051	-0.071771522	0.042852244	0.254868843	0.210948719	-0.144936467	-0.074416797	-0.09842486	-0.354767558	-0.095782198	0.352307268
A330021E22Rik	0.116019359	0.47993954	-0.16682287	0.48448707	-0.118918186	-0.304326542	0.24047531	0.298251552	-0.088976232	-0.056592023	0.168441816	0.223518794	-0.299643274	0.039642886
Adcyap1	-0.02468847	-0.112088736	-0.058165809	-0.305300304	-0.249877704	-0.052883822	-0.225375464	-0.237032078	-0.065274176	0.11964413	0.077514912	0.042055151	0.189660773	0.142854588
Rasgrp4	-0.286773847	-0.038370186	-0.029301281	-0.274083628	-0.041171847	0.103048915	0.139384788	0.064201749	0.098380977	-0.043187397	-0.14659716	-0.098004732	0.076326361	0.041140839
Pycrl	0.284469486	0.095257641	0.152628476	0.278976424	0.317357928	0.046755115	0.158361711	0.022050618	-0.267772936	-0.308279999	-0.081522526	-0.251822626	-0.42301496	-0.432140844
Rdh1	-0.166024746	0.043118125	0.015801712	0.009229216	0.065231973	0.016825179	0.082663035	0.042011441	-0.067781493	0.018932533	0.04872827	0.144133498	0.072976958	-0.002033792
Il1rapl2	0.034905787	0.022116094	0.012779294	0.051792565	0.07489015	-0.015226864	-0.000824516	0.054797748	-0.004958535	-0.014590245	-0.004396959	0.040106127	0.042783028	-0.013854575
Spire1	-0.084261412	0.022281449	0.011357673	0.087955223	-0.057513062	-0.068021716	0.117942094	-0.070223411	-0.067658512	-0.120735505	-0.022694271	0.046356802	-0.057525775	-0.11600119
Myl4	0.068680739	0.903852038	-0.705002515	-0.391344041	0.288010365	0.129026212	-0.662212597	0.263693983	-0.904089377	-2.457174599	-0.166524615	-0.455679194	-1.469270056	-0.267650771
BC068157	0.158528728	0.052687332	0.267485027	0.149922883	-0.005927533	-0.198623933	0.018875963	-0.313309298	-0.222662424	0.062678451	0.139930696	0.195169175	0.075372496	-0.060881495
Spire2	0.044081322	0.300952785	-0.014985283	0.04431239	0.048220059	-0.054267509	0.041913076	-0.108645089	-0.019944483	-0.126084789	0.1496591	0.095353196	-0.04645818	-0.172007142
Pcgf2	0.019846302	0.200033242	0.335893906	-0.094977191	0.043451212	-0.155159076	0.118772906	-0.385643634	-0.3430707	-0.254831186	-0.165980964	-0.034842922	-0.217332963	-0.233919318
Avpr1b	0.035308094	0.175562511	-0.004155015	-0.110564569	0.069472076	0.001688652	-0.025571763	-0.117500105	0.335373224	0.139148902	-0.062621568	-0.144850579	0.022104418	0.019512396
Gch1	0.422479697	0.571993857	0.268400568	0.338272023	0.378140865	0.259317674	0.222597018	0.316474281	0.430042473	0.724355456	0.648144193	0.198994242	0.416846837	0.204148064
Fibcd1	0.096188043	0.069012684	0.042617829	0.016921819	0.182869789	-0.006068862	-0.002382805	0.027444062	8.91E-05	-0.054960685	0.010395673	0.008527917	0.028129517	0.037313398
A230009B12Rik	0.088694505	0.053030634	-0.006669389	0.015109161	0.075348625	-0.030764168	-0.020820758	-0.101041189	0.042096196	0.043108067	-0.028931465	0.021694983	0.042979041	-0.029192721
Gpr137c	0.095809939	-0.009969281	-0.099746116	-0.080681215	0.026150174	-0.061860742	-0.002275187	-0.029754589	-0.003271909	0.00513319	-0.082779447	-0.009791461	0.039602238	-0.058834076
Gpr137b	0.269142865	-0.073067481	0.058016818	-0.002847136	0.066227901	0.105977074	-0.194954315	-0.11129806	0.158948155	-0.231786177	-0.3387645	-0.234648668	-0.223121947	-0.262782138
Miox	-0.364338508	-0.110839458	-0.256815836	-0.715045743	-0.499968634	-0.073694302	-0.439384319	-0.051785874	0.353291315	0.172714415	-0.236142902	-0.115506817	0.255930281	-0.046117031
Myl3	-0.273578713	0.084239967	-0.374796026	-0.548180469	-1.16424297	0.066819536	-0.80569054	0.221408485	0.066834626	-1.200162397	-0.158355379	-0.279704101	0.183111638	0.210631828
Zfp862	-0.168228008	-0.073145802	-0.072617536	0.012904793	-0.152058563	0.196928786	-0.044652661	0.155913446	0.275563357	0.054425027	-0.013067961	0.267214446	-0.167599434	-0.062073781
4932431P20Rik	0.049865725	0.138674984	-0.004696541	0.109032463	0.11573681	0.051333728	0.126458378	0.05639179	0.004194346	-0.030066899	-0.028891109	0.090668457	0.065074181	0.027491624
Sall2	0.047042945	-0.113991741	-0.008965753	-0.02499766	-0.100389946	0.08051956	-0.000207006	0.031640088	-0.193626667	-0.20659286	-0.187793654	0.046389238	-0.110037896	-0.011145226
4930488N15Rik	-0.036028011	0.045112078	0.023402122	0.007029885	0.030502442	0.034366222	0.001861573	-0.057466852	0.040795911	0.023247813	-0.104703573	-0.012358847	-0.007035127	-0.0026008
Kcng4	0.012770859	0.086824116	-0.017749439	0.067233294	0.046712677	0.070559505	-0.017012002	-0.013141784	0.155106218	0.075218939	0.028978143	0.072397871	0.132366042	-0.011125001
E030042N06Rik	-0.209174465	0.004706957	-0.085656413	-0.115344894	-0.078842497	0.014888406	-0.128698232	-0.074914562	0.302166309	0.288371076	0.031438944	0.176256518	0.410772881	0.305127963
A230055C15	-0.043811197	0.040387565	0.022058121	-0.140760663	-0.060649224	-0.073584351	-0.152407431	-0.084680084	0.080750368	0.033526249	-0.10279469	-0.060673342	0.022314845	-0.027869573
AF529169	-0.1784882	-0.002868812	0.081773401	-0.033737009	0.094612222	-0.085956665	0.080390767	0.071767355	0.083745286	0.055289416	-0.039206364	0.005368574	0.009047496	0.159170466
4930529F22Rik	-0.116969212	0.029841906	-0.041594098	-0.021918044	0.022118123	-0.029079575	0.090110774	0.082674618	0.072822514	-0.070215072	0.03811913	0.024203691	0.024719594	-0.038714303
Zfp161	0.120451557	0.152398367	0.043332951	-0.054897136	0.092371888	-0.145826853	0.140500225	-0.124419648	-0.354083115	-0.448884555	-0.311685754	-0.348447625	-0.452962426	-0.512292158
Kif13a	0.027945772	-0.341797755	0.026675405	0.145479159	0.172463123	0.0329144	0.252233795	0.124738467	-0.28564837	-0.603922324	-0.290868632	-0.3726066	-0.655101112	-0.629834734
Kif13b	-0.046390776	0.066194168	0.010548823	0.210515957	0.027284243	0.166246704	0.237544119	0.16813086	-0.013256685	0.02724508	0.114363359	0.068584472	0.003817199	0.029697367
Gm6548	-0.013855566	0.030531894	-0.357371095	-0.552271925	0.007264737	-0.187802059	-0.389911877	-0.358530494	0.072758833	-0.060844879	-0.045161926	-0.354207146	-0.220732797	-0.150362396
Dio3os	0.065478912	-0.046698612	-0.052687034	-0.108347818	0.083320774	0.034007669	0.023820454	0.102727408	-0.071311793	-0.201338033	-0.169477882	-0.031067309	-0.16203392	-0.102564709
Hmgb1-rs17	-0.030339077	0.21606704	0.115949526	0.234904759	0.373378891	0.309579803	0.067201398	0.221434136	0.564888721	0.65888462	0.69960891	0.523989684	0.685857985	1.018428408
Lox	-0.114672171	-0.155345904	0.008636551	0.31974213	-0.37134359	0.01782825	0.302344109	0.017181749	-0.155175159	0.146872482	0.434333364	0.288375836	0.557561132	0.940799998
Sdhb	0.006016672	-0.047949522	-0.18555765	0.152653144	0.291910849	-0.093169767	-0.005258751	-0.008314123	-0.089508156	-0.015390362	0.166418768	-0.243265943	-0.306519681	-0.357259546
Sdhd	0.036695546	0.163150559	-0.011396797	-0.030205086	0.01416596	-0.02529587	-0.301569494	-0.203663814	0.042852176	-0.022904525	0.134591447	0.22597419	0.26755189	0.15950862
Tctex1d1	0.068117045	0.006595528	0.130100815	-0.002351119	-0.003866245	0.007556952	-0.049521799	-0.055073131	-0.009144525	0.04314645	-0.036738083	-0.040789292	-0.00108981	-0.015276841
Epm2a	0.195630599	0.029636835	-0.113285266	-0.280909809	-0.046599879	-0.028835639	-0.25106521	-0.07819147	0.536445005	0.424710407	-0.150420315	-0.088676069	0.498081928	0.186634253
Gal3st2	0.030114881	-0.04049431	-0.00355624	-0.043476807	0.088317607	-0.05155321	-0.005245099	-0.087111248	-0.104157084	0.025315346	0.070165521	-0.069918802	0.003389245	-0.064926923
Sstr2	-0.040978028	-0.164986195	0.383311526	-0.054634617	0.046706931	0.085537433	-0.018199783	-0.157721146	0.001473413	0.130190464	0.227479755	0.014053844	-0.078051483	-0.020839197
Tcl1b5	0.134352515	-0.076359108	-0.043035609	-0.002588821	0.154064911	0.126364619	0.136772569	0.185367284	0.272588926	0.136798664	0.049416967	0.260602055	0.160123203	0.025607542
Fbxl6	-0.007849665	0.306520627	0.204739621	-0.068033331	0.097851457	0.052660092	0.250230081	-0.134812273	-0.268843015	-0.361943037	-0.242686909	-0.167699639	-0.222964265	-0.144321408
Stard8	-0.355054245	-0.454432322	-0.009535609	-0.164140284	0.006838068	-0.257187036	0.058527693	-0.086353673	-0.061659641	0.017372443	-0.034591715	-0.13786424	-0.339012699	-0.123687964
Ropn1l	0.503443696	0.624735003	-0.160579526	0.09256931	-0.114018485	0.03370513	-0.302844036	-0.183010825	0.147793158	-0.31171451	-0.267153448	0.221660751	0.446823315	0.480676596
Mmp17	0.051131299	0.117299301	-0.156573413	0.064179911	0.103730646	0.146083895	0.258255683	0.227229779	-0.150766107	-0.355317855	-0.131195777	-0.165626375	-0.330599603	-0.193366155
Tmprss12	0.072976113	0.06260002	0.081329978	-0.103486831	0.029812501	0.001849603	-0.03769721	-0.042606526	-0.118193694	-0.036788368	-0.075132037	0.026974897	-0.055899587	0.012285867
