TF	Number_of_ChIPexp	z_score_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
NFIL3	1	-0.337787864212	3.90987096759	0.928470526254	-1.20553955843	-0.999565876624	0.985005893804	-7.73025193062	-0.584211703787	-3.40818784163	1.80886713987	2.1637954968	-0.914946150136	0.273353869649	1.50130245995	-1.45699339166
NR1H2	1	-0.445733896868	-0.442144476168	-1.11372029929	-1.56854717733	-2.55281358433	1.98053719	0.991443954117	-0.18135452402	-0.975239933691	0.130395384315	-0.0383538667764	-3.04566298884	-0.497231855168	0.97509617728	0.0973214437574
PEBB	5	-1.28423431355	-3.24747254044	-2.71705993509	7.69915706201	3.08726599938	5.78751936363	-2.3932352799	6.21624508929	-5.93088487898	-10.5388405265	-2.27469239293	0.649886734112	-5.11679809312	-6.26458153998	-2.93578945118
PPARA	4	-0.283229523501	7.00510189527	2.2067604887	1.93194216863	2.83532418951	8.82235260542	-6.82139420603	2.40543777203	-4.64765946741	-1.57882133678	-0.697345331476	-1.64251696057	-2.92085678991	-3.25921007784	-7.60432827855
ING1	2	-1.31773622039	2.56752250296	-3.47462203476	15.2285872674	8.09712195936	9.36847340338	-5.35648204432	8.6008299515	-8.98846732155	-14.630359377	-5.76196470582	1.66126824059	-6.41894589382	-10.5026274826	-8.83864155072
PHX2A	1	-2.30880674928	-1.79850675974	-0.742221649195	-2.35131701667	0.155725164893	0.841338390578	-1.39412835269	-0.502273309408	-0.935726986953	-4.99406374256	-5.4768283517	-4.45168352237	-2.75901101826	-3.46173244134	-4.45286489453
PSIP1	3	-2.24230546988	3.8397240906	-4.56634088906	-4.61389040995	-0.357000390785	-4.67541444007	0.796963710794	0.386915198147	-4.65497829276	-0.950284326862	-3.63364797265	-5.91928441464	0.268838181334	-2.0281474885	-5.28572913396
TFAP4	1	0.776652768965	2.50758297377	-1.62568871919	11.1318788781	7.4905604966	10.9470750846	2.07743371868	10.2284473261	-1.22177548889	-10.5196684608	-2.54845248352	0.395131074829	-6.98968907184	-7.03168999511	-3.9680065678
PTF1A	8	0.486242404909	1.93342816543	4.80902984272	3.37892456365	5.31429229201	6.15480841968	-0.542888049461	6.14394542627	3.0399166936	-3.86240003971	-5.02581077905	-1.28780159703	-2.19727169906	-4.35418119206	-6.69659837824
RING2	44	-5.70615170911	-3.53547682109	-1.21513240877	4.22428801012	5.31808499238	-0.377221883183	-5.01628506291	3.38446973381	-5.83079366375	-14.5303861625	-14.8362883949	-9.20666948162	-11.1746742812	-13.9188283282	-13.1712101757
RING1	2	-2.70179413211	0.728520335496	-0.186232877058	5.95945379735	5.34058937602	3.41889037963	-1.52184857449	3.5631406073	-5.64136266105	-11.6849064254	-9.29184777532	-3.89715734475	-6.61957254343	-9.48668294493	-8.5061011989
PRDM4	4	-1.6486590528	-3.79280142992	-3.64024353233	-2.02993063495	-1.08116271913	-3.77866861125	-3.18776740574	0.0460125569144	-3.50739314344	-2.93445937932	0.193539954813	-0.133641120107	2.47409335625	-0.615050219876	-1.09375441112
PRDM5	1	-2.28567010793	-2.16787278408	0.18948433046	0.854249467868	0.576942902014	-1.69996679401	0.855134864255	1.63290511345	-1.64634631408	-5.64318445971	-6.89596674248	-5.25165736508	-4.60441197475	-4.51444804371	-3.68424371122
CBP	14	1.88629795923	7.32622429929	6.46060841791	12.4339804412	5.18517118435	7.69351066769	-1.73857375955	9.18458620141	-2.07778985534	-4.05694133077	-1.43950714344	1.55825546853	-2.42263709447	-3.30173069381	-8.39698537373
PRDM1	3	-0.591166865011	1.1965579886	-0.303564566831	1.43369705977	2.23691141038	0.654879948345	-2.73830829641	3.54484387467	-0.914967351094	-3.77683281019	-1.927888602	-0.862278540285	-3.64088283974	-2.56394162126	-0.614561764095
TF2L1	1	-1.90062688831	2.59562371487	5.17201221495	5.46435654353	5.90249123651	4.94829894565	-2.47204282626	2.2609385014	-3.8879958771	-7.77421280759	-9.05671747801	-5.44463906874	-7.65994312383	-7.56319192636	-9.09375448537
PRDM9	1	0.773360418666	3.20712622102	4.62193594247	-1.0919645214	1.2591688358	2.09159108261	1.96145112304	0.176717200655	4.63778507688	-1.82950404323	-2.89805745221	0.651519880112	-2.19567151058	-0.707881632572	0.942829658738
ASH2L	2	2.11453671744	6.48519316942	-2.21342846481	13.1325556121	7.78209711439	11.7140708574	0.628537114603	9.45119061527	-4.52648086741	-9.02832006841	1.09534147787	4.91076231496	-4.56041172764	-4.68566613853	-0.581926964992
SMAD4	2	2.00820260088	1.72441421374	6.70621115326	1.60137642646	1.57289473623	0.879968425971	2.35147366678	4.47623667372	2.13244280744	-0.204447908457	-0.0840267334049	1.32749621018	1.94772228404	1.2593442776	2.4237301788
SMAD5	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
TLE1	1	-1.09862094697	0.402481495322	4.08410021573	0.509636656868	-0.387658130776	3.18404998537	-3.51367181513	-1.30850409718	-2.5762076386	-1.76882272757	-3.21625978398	-3.66164438428	-3.458199617	-1.26002392056	-2.40996949584
SMAD1	8	-1.28511938555	1.75000120206	1.25794281572	2.47391233137	3.26169635487	-0.917063633126	-1.05060296733	2.40075194105	-5.2588247913	-8.53202934158	-5.01718421524	-0.495249481789	-0.972398343322	-4.3264487645	-2.56617450459
SMAD2	2	-1.26164449991	-1.61425385629	0.955447617645	-0.667763189547	-0.766386963307	-0.202515753758	-1.73831911517	2.08400833981	-1.67005640117	-4.72742018066	-2.47142247531	-1.38290201263	-1.24822475803	-2.83951922075	-1.37369502953
SMAD3	11	-2.72803804075	1.32458618627	-1.32488896257	8.75561647981	5.73125206693	3.39280246058	-1.63726714047	5.1820762053	-5.31088130426	-13.1216453453	-10.144015453	-3.9100508055	-6.50305736066	-10.8294418723	-9.7976177254
REL	5	4.89253683571	2.62804620193	-0.0177470524101	7.71812643188	-5.53900519708	1.34128502343	5.49653743443	5.47476543565	4.38718902537	5.43548867512	8.90289021571	8.97681326257	5.53019247493	8.53052417819	9.63040959027
UTF1	3	-2.6486319018	1.42276206176	3.32763901553	3.30723224649	4.64282513806	2.85606915418	-0.596254366273	4.41076089191	-2.6035451809	-11.0841323178	-10.8091482112	-5.66567660064	-6.72275760547	-9.72684326343	-9.83977758743
NCOA3	1	-0.981117612571	-1.68319057076	2.55860933337	3.02141693879	-2.15757820266	3.47745113516	-4.40802145461	0.146119486358	-3.9962604075	-4.98731839842	-1.23353926631	0.0577985542959	-2.05447285755	-1.54716530614	-0.929495560016
NCOA1	1	-1.76719747955	-0.604781498805	-6.24858814584	3.70942096687	-2.79706312849	-0.751688064399	-4.61956970414	-0.654469043189	-6.97109726748	-3.81428044691	-0.823727220934	-0.335430274475	-1.12016428595	-0.839786832001	1.13046023199
KANL3	4	-1.97189586688	4.62908598447	-4.93688972187	12.5869066507	6.74520101186	12.1369819723	-4.27247580862	6.00566643871	-9.31532533475	-12.4547497366	-6.32868665672	-1.91754844889	-8.48167986618	-12.4054543868	-9.59757423388
SMC3	12	1.16179927501	3.29997023568	3.04057470685	9.97887602173	9.1180857681	4.80449130075	4.61356197011	11.512434963	3.99364153729	-9.67426642374	-6.91505606666	0.73346783506	-4.44234692895	-7.10685218818	-6.6913928809
SMC5	5	1.6621786722	2.42261667846	-2.29839587982	10.5006888276	7.89423142185	9.00057100617	2.93066731089	10.2638104893	-2.12082372381	-10.0750307465	-0.273914262578	4.29892562549	-6.28231633872	-4.86260994919	1.87208095161
PO2F2	1	-2.0158801288	3.26626127544	2.69043565767	2.55611895156	-2.65315240387	-0.146673979836	-1.64803215156	0.787231297279	-0.899187219091	-0.894742724233	-4.38684131346	-7.11671456013	-8.00156039737	-6.03714595304	-5.73831828256
ELL3	1	-2.55758559846	-2.104498358	0.343869057219	5.36232753824	1.28312819478	-1.10386475791	-2.9211660466	0.601462527505	-3.7085947631	-5.43192799875	-6.57168785725	-5.30206028491	-5.67828503261	-5.22503313341	-5.34986746359
ELL2	3	-1.87600592668	-1.2835509659	1.12241147179	1.38545233101	0.426983872884	0.521997357988	-3.19170907014	0.949383203512	-5.76929260363	-4.48349345361	-4.73580143082	-3.75293036021	-2.13006881157	-2.35295118899	-2.97051332584
MECP2	8	-2.64979581653	-1.88509782541	6.19715746274	-3.70106911848	-1.41646166619	-2.15150731812	-0.6697334804	3.11637176411	-0.672585550294	-5.51016733395	-6.52705872066	-6.40016024148	-3.52504852038	-5.33904007542	-8.61274080757
RXRA	33	0.0624924791559	6.74663505623	1.31259210669	7.71536167341	4.19726748074	10.6448922658	-5.77132485943	7.25732405059	-4.73614850686	-6.86585106345	-1.20197164922	-0.268614466843	-4.47727722941	-4.98891787416	-8.68907227587
SPIB	2	-0.230975512396	0.601511575293	-2.02889794029	4.22575864719	4.26072861293	4.64052714945	1.3059930497	6.81011312257	-3.22024526589	-8.62336235421	-1.4040973547	2.25270711054	-5.63699751446	-4.44379882005	-1.97359719163
OLIG2	2	-2.91875511391	0.299240581917	6.11415952159	0.639494695143	3.96001749703	0.108578175506	0.0584584111721	3.49598817175	-0.503795399648	-10.1968378917	-12.20375206	-9.3656579891	-8.03895746332	-7.86190112665	-7.36760671841
YAP1	1	1.74301293573	3.8550121414	4.39071467375	2.33705742141	2.54374040715	3.53313817996	0.509961661019	-0.653856181792	1.24106861388	2.0892443023	-0.177090836215	-0.175911949417	-0.253900370613	0.997591008932	4.16541202847
MSGN1	1	-1.57920934305	-1.0205822087	-1.21772096147	-4.24329832122	-0.86562083545	0.28211885622	-1.1689092071	3.27649237434	2.24804241151	-4.17622408106	-2.69818909203	-3.17723922004	-1.37751628398	-4.37119410754	-3.59909012613
CXXC1	1	-2.1929357538	3.43432523331	0.471452466071	11.1813964229	5.00247370454	7.6878077365	-5.6233002437	2.55423413641	-11.6431133546	-11.4953715423	-5.68756399921	-1.775972133	-6.24653881082	-9.20284354594	-9.35808662325
TBP	13	-0.598765147461	6.08296198724	-3.71505656167	15.5370454449	9.50829907471	12.2240197617	-3.72436756863	10.5852164397	-8.11960656716	-14.5382430897	-5.17980022805	0.314078887184	-7.16119648041	-10.5224155548	-9.67364760956
UBP16	3	0.026246457277	3.01518146876	0.651171996757	4.52588688519	0.386001933744	3.96270275988	-2.88711114508	1.51114656985	-3.3562294167	-3.5640391207	-0.250312567807	1.881353808	-1.39794759144	-1.81213292562	-2.29822225296
DNJC2	1	1.15690053163	1.519081948	-0.659815663497	1.98494219844	2.00739193466	0.440161570164	3.22818786555	2.9338940591	3.06256400124	1.00183599065	0.49695856306	0.912572555748	0.686783668099	-0.624454092517	-0.793497155874
MYF5	1	-1.01755520207	16.8566286992	40.5831286736	-11.5565246095	26.427981099	-14.1866530333	-11.1408993821	-15.0247292133	0.471402322315	18.3527994452	-20.4225056772	-30.4798464824	-12.1600792399	5.51902670512	-7.48550213578
MCRS1	2	-3.18448624182	3.69276086655	-1.7992125193	9.52310964356	5.60244902531	7.48525163986	-3.68426926016	4.55194028884	-8.53012541451	-13.3978864988	-9.33005680485	-5.75442413525	-8.62455338618	-12.3621752157	-11.9556156147
ERG	7	0.129072481627	4.38525752005	-0.703596417276	15.316889306	7.63648621947	13.4177633508	-4.70868146148	9.1021257692	-8.64999117075	-11.9278325673	-2.059448855	2.94226243335	-7.42223294745	-8.63357646116	-6.88840997569
FIZ1	1	-0.415581410232	0.935491697199	-0.160365142161	4.43220775407	3.63964548545	7.59490814541	-2.79365666729	2.32661717849	-5.71334871677	-4.31752720366	-2.25415922462	0.00102388792478	-2.5146923892	-3.93553915499	-3.0587453931
HAND1	1	-1.3727313306	-5.36149869312	-6.18853977284	-3.06194533624	-5.78253708591	-7.83180497558	2.23097389949	-1.46326352052	2.71624770599	0.0341961613424	0.324736090412	0.683999615502	1.26756215387	1.54444594407	1.66918918513
HAND2	3	-0.830029986304	-2.33039799191	-1.98622027079	0.531015441712	-0.501132355296	-2.79216462286	-2.37345672422	-1.1206773952	0.217001634482	-0.639713191241	-1.10887202187	-0.665689243516	1.89232922119	0.364604898609	-1.10704718734
MITF	1	0.0569083869054	0.591519240235	0.727846887201	3.93966860611	2.08294080966	3.81143259554	-0.651188870526	3.49399190403	-1.41454048875	-2.33683902566	-0.577267672124	0.945447695333	-4.88541408381	-2.8822965225	-2.04858365806
MYOG	8	-4.86005236666	-0.369161076747	1.63741161287	4.69595163111	7.01486139341	-0.945225558518	-2.47531102049	5.02224299543	-5.62714262326	-16.3673549389	-15.9463461374	-6.21510667304	-10.7512295083	-13.1087020844	-14.605621145
GFI1B	1	-1.87696510546	-2.0275864098	-1.92175192916	1.07116062484	-1.69178002076	-4.34932017326	-1.69060333624	0.865140471579	-1.66752744429	-1.37751987047	-1.22581691868	-2.231710372	-4.17010384719	-2.90987815378	-2.95021409722
MYOD1	20	-4.49844870547	-0.874749373287	3.74135441632	4.29884621307	8.16796382908	-4.42357080457	-0.696248627958	5.51944187571	-3.18082954707	-15.203661037	-16.7612554535	-7.03218842002	-9.48496686605	-11.1542050085	-15.8942130728
UBF1	3	-3.62716245664	-4.44962392877	-5.55819526507	9.26411732904	5.28993009544	2.02541929508	-5.3073957252	7.10938332155	-7.07594705792	-14.3512435857	-7.55669691966	-2.68755421495	-10.8481199674	-10.4439237935	-6.19042397591
SPI1	113	2.55996546708	5.69137204889	1.83986847508	14.1567294541	9.15345225863	12.1844402672	0.875959853383	12.06931812	-3.7848405344	-10.5460236336	-0.555123874591	6.14358928372	-5.57202569486	-5.42402881372	-0.393170670665
DMRTB	1	0.794485105419	0.481279512127	-4.89058720787	5.01441304706	0.0335679319929	2.63665359484	0.511747012286	2.36388775978	-2.49416601187	-2.40314617607	2.10404942167	3.61031915059	2.11628502591	0.916377306311	1.1221111091
KLF5	4	-3.07407410467	2.7094994459	1.5308073741	9.93710490173	7.66987905221	5.51523440182	-3.08042091541	5.81810040591	-7.03554487839	-14.9829025096	-11.1446604726	-4.6134199154	-9.29539410816	-12.5680492767	-13.4972709707
KLF4	16	-3.90209167549	0.452910108295	2.9462051507	11.4577599189	7.15735796555	5.6312580558	-2.97832710571	5.93826415954	-8.12630955766	-17.1516482207	-13.7350935261	-6.23069214297	-11.1215773317	-14.8311208113	-14.0382701195
KLF3	3	-1.46716638153	2.54863880605	-0.728972311152	10.551311078	8.295863175	7.84265842179	-0.365302597855	6.42117736884	-3.64764592487	-14.445007488	-8.52355150941	-0.909812375915	-7.80779223463	-10.9935327393	-8.77836100993
KLF2	1	-1.66368862737	-1.33935028528	0.939258805592	4.44268500063	1.99894123576	0.32327690978	-0.0367045653448	2.05278314012	-4.42781299093	-7.29508847672	-5.31295415842	-1.49817977707	-3.99308055167	-3.68557711617	-5.45983795342
